,no_bhk,price,area,cons_stats
1410,4 ,36200000,4027 ,Ready to move
1411,4 ,36200000,4027 ,Ready to move
1412,5 ,64100000,7141 ,Ready to move
1413,5 ,64100000,7141 ,Ready to move
1414,5 ,74000000,8234 ,Ready to move
1415,5 ,74000000,8234 ,Ready to move
1416,4 ,40400000,4496 ,Ready to move
1417,4 ,40400000,4496 ,Ready to move
1418,3 ,28100000,3130 ,Ready to move
1419,3 ,28100000,3130 ,Ready to move
1420,4 ,41500000,4618 ,Ready to move
1421,4 ,41500000,4618 ,Ready to move
1422,4 ,41000000,4568 ,Ready to move
1423,4 ,41000000,4568 ,Ready to move
1424,5 ,64300000,7161 ,Ready to move
1425,5 ,64300000,7161 ,Ready to move
1426,5 ,64800000,7218 ,Ready to move
1427,5 ,64800000,7218 ,Ready to move
1428,5 ,60100000,6686 ,Ready to move
1429,5 ,60100000,6686 ,Ready to move
1430,5 ,68000000,7574 ,Ready to move
1431,5 ,68000000,7574 ,Ready to move
1432,5 ,67900000,7561 ,Ready to move
1433,5 ,67900000,7561 ,Ready to move
1434,4 ,39600000,4408 ,Ready to move
1435,4 ,39600000,4408 ,Ready to move
1436,4 ,35800000,3986 ,Ready to move
1437,4 ,35800000,3986 ,Ready to move
1438,5 ,72400000,8059 ,Ready to move
1439,5 ,72400000,8059 ,Ready to move
1440,5 ,62900000,7000 ,Ready to move
1441,5 ,62900000,7000 ,Ready to move
1442,4 ,40700000,4535 ,Ready to move
1443,4 ,40700000,4535 ,Ready to move
1444,4 ,36000000,4012 ,Ready to move
1445,4 ,36000000,4012 ,Ready to move
1446,4 ,39900000,4448 ,Ready to move
1447,4 ,39900000,4448 ,Ready to move
1448,4 ,34900000,3889 ,Ready to move
1449,4 ,34900000,3889 ,Ready to move
1450,4 ,43099999,4799 ,Ready to move
1451,4 ,43099999,4799 ,Ready to move
1452,5 ,66500000,7404 ,Ready to move
1453,5 ,66500000,7404 ,Ready to move
1454,3 ,23600000,2626 ,Ready to move
1455,3 ,23600000,2626 ,Ready to move
1456,4 ,35500000,3959 ,Ready to move
1457,4 ,35500000,3959 ,Ready to move
1458,5 ,62500000,6958 ,Ready to move
1459,5 ,62500000,6958 ,Ready to move
1460,4 ,43400000,4829 ,Ready to move
1461,4 ,43400000,4829 ,Ready to move
1462,5 ,69200000,7778 ,Under Construction
1463,5 ,69200000,7778 ,Under Construction
1464,5 ,69200000,7778 ,Under Construction
1465,5 ,69200000,7778 ,Under Construction
1466,4 ,58400000,6566 ,Under Construction
1467,4 ,58400000,6566 ,Under Construction
1468,5 ,71900000,8081 ,Under Construction
1469,5 ,71900000,8081 ,Under Construction
1470,4 ,78400000,8811 ,Under Construction
